[ειπεν,G3004,V-2AAI-3S,verb second aorist active indicative third person singular,ask
כלכל,H3633,HNp,Noun proper name,Calcol
כלכלו,H3557,HVlp3cp,Verb pilpel perfect third person common plural,make sustained
כלכלו,H3557,HVLp3cp,Verb polpal perfect third person common plural,make sustained
כלכלת,H3557,HVlp2ms,Verb pilpel perfect second person masculine singular,make sustained
כלכלתי,H3557,HVlq1cs,Verb pilpel sequential perfect first person common singular,make sustained
כלל,H3636,HNp,Noun proper name,Chelal
כללו,H3634,HVqp3cp,Verb qal perfect third person common plural,all
כלמד,H3638,HNp,Noun proper name,Chilmad
כלמה,H3639,HNcfsa,Noun common feminine singular absolute,dishonour
כלמות,H3639,HNcfpa,Noun common feminine plural absolute,dishonour
כלמות,H3640,HNcfsc,Noun common feminine singular construct,dishonour
כלמת,H3639,HNcfsc,Noun common feminine singular construct,dishonour
כלנה,H3641,HNp,Noun proper name,Calneh
כלנו,H3641,HNp,Noun proper name,Calneh
כלת,H3607,HVqp2fs,Verb qal perfect second person feminine singular,withhold
כלת,H3615,HVpc,Verb piel infinitive construct,be finished
כלת,H3615,HVqc,Verb qal infinitive construct,be finished
כלת,H3615,HVpq3fs,Verb piel sequential perfect third person feminine singular,be finished
כלת,H3618,HNcfsc,Noun common feminine singular construct,daughter-in-law
כלתה,H3615,HVqp3fs,Verb qal perfect third person feminine singular,be finished
כלתה,H3615,HVpq3fs,Verb piel sequential perfect third person feminine singular,be finished
כלתי,H3618,HNcfpc,Noun common feminine plural construct,daughter-in-law
כמ,H3644,HR,Preposition,as
כם,H4480,HSp2mp,Suffix pronominal second person masculine plural,from
כם,,HSp2mp,Suffix pronominal second person masculine plural,
כם,,HSp2ms,Suffix pronominal second person masculine singular,
כם,,HSp2cp,Suffix pronominal second person common plural,
כם,,HPp2mp,Pronoun personal second person masculine plural,
כם,,ASp2mp,Suffix pronominal second person masculine plural,
כמה,H3642,HVqp3ms,Verb qal perfect third person masculine singular,long
כמהם,H3643,HNp,Noun proper name,Chimham
כמהן,H3643,HNp,Noun proper name,Chimham
כמו,H3643,HR,Preposition,Chimham
כמו,H3644,HR,Preposition,as
כמוש,H3645,HNp,Noun proper name,Chemosh
כמיש,H3645,HNp,Noun proper name,Chemosh
כמן,H3646,HNcmsa,Noun common masculine singular absolute,cummin
כמס,H3647,HVqsmsa,Verb qal participle passive masculine singular absolute,being retained
כמרי,H3649,HNcmpc,Noun common masculine plural construct,Chemarims (idolatrous) priests
כמרים,H3649,HNcmpa,Noun common masculine plural absolute,Chemarims (idolatrous) priests
כמרירי,H3650,HNcmpc,Noun common masculine plural construct,blackness
כן,H3651,HD,Adverb,so
כן,H3651,HTm,Particle demonstrative,so
כן,H3651,HAamsa,Adjective adjective masculine singular absolute,so
כן,H3652,AD,Adverb,thus
כן,H3652,AAampa,Adjective adjective masculine plural absolute,thus
כן,H3653,HTm,Particle demonstrative,so
כן,H3653,HNcmsa,Noun common masculine singular absolute,so
כן,H3653,HNcmsc,Noun common masculine singular construct,so
כנ,H3653,HNcmsc,Noun common masculine singular construct,so
כן,H3654,HD,Adverb,lice
כן,,HSp2fp,Suffix pronominal second person feminine plural,
כנה,H3656,HNp,Noun proper name,Canneh
כנה,H3657,HNcfsa,Noun common feminine singular absolute,so
כנה,,HSp2fp,Suffix pronominal second person feminine plural,
כנוס,H3664,HVqc,Verb qal infinitive construct,drawer
כנוס,H3664,HVqv2ms,Verb qal imperative second person masculine singular,drawer
כנור,H3658,HNcmsa,Noun common masculine singular absolute,harp
כנורי,H3658,HNcmpc,Noun common masculine plural construct,harp
כנות,H3674,HNcmpc,Noun common masculine plural construct,companion
כנות,H3675,ANcmpc,Noun common masculine plural construct,companion
כנות,H3675,ANcmsc,Noun common masculine singular construct,companion
כניהו,H3659,HNp,Noun proper name,Coniah
כנים,H3651,HAampa,Adjective adjective masculine plural absolute,so
כנים,H3654,HNcmpa,Noun common masculine plural absolute,lice
כנם,H3654,HNcmpa,Noun common masculine plural absolute,lice
כנם,H3654,HNcmsa,Noun common masculine singular absolute,lice
כנמא,H3660,AD,Adverb,so
כנני,H3662,HNp,Noun proper name,Chenani
כנניה,H3663,HNp,Noun proper name,Chenaniah
כנניהו,H3663,HNp,Noun proper name,Chenaniah
כננתי,H3559,HVoq1cs,Verb polel sequential perfect first person common singular,make ready
כנס,H3664,HVqrmsa,Verb qal participle active masculine singular absolute,drawer
כנסתי,H3664,HVqp1cs,Verb qal perfect first person common singular,drawer
כנסתי,H3664,HVpq1cs,Verb piel sequential perfect first person common singular,drawer
כנען,H3667,HNp,Noun proper name,Canaan
כנענה,H3668,HNp,Noun proper name,Chenaanah
כנעני,H3667,HNcmpc,Noun common masculine plural construct,Canaan
כנעני,H3669,HNgmsa,Noun gentilic masculine singular absolute,Canaanite
כנענים,H3669,HNgmpa,Noun gentilic masculine plural absolute,Canaanite
כנענית,H3669,HNgfsa,Noun gentilic feminine singular absolute,Canaanite
כנעת,H3666,HNcfsc,Noun common feminine singular construct,wares
כנף,H3671,HNcfsa,Noun common feminine singular absolute,wing
כנף,H3671,HNcfsc,Noun common feminine singular construct,wing
כנפ,H3671,HNcfsc,Noun common feminine singular construct,wing
כנפות,H3671,HNcfpc,Noun common feminine plural construct,wing
כנפי,H3671,HNcfdc,Noun common feminine dual construct,wing
כנפי,H3671,HNcfpc,Noun common feminine plural construct,wing
כנפים,H3671,HNcfda,Noun common feminine dual absolute,wing
כנר,H3658,HNcmsc,Noun common masculine singular construct,harp
כנרות,H3658,HNcmpa,Noun common masculine plural absolute,harp
כנרות,H3672,HNp,Noun proper name,Chinnereth
כנרותי,H3658,HNcmpc,Noun common masculine plural construct,harp
כנרת,H3672,HNp,Noun proper name,Chinnereth
כס,H3563,HNcfsc,Noun common feminine singular construct,kos
כס,H3676,HNcmsc,Noun common masculine singular construct,sworn
כס,H3680,HVpp3ms,Verb piel perfect third person masculine singular,covering
כס,H3680,HVpq3ms,Verb piel sequential perfect third person masculine singular,covering
כסא,H3677,HNcmsa,Noun common masculine singular absolute,(time) appointed
כסא,H3678,HNcmsa,Noun common masculine singular absolute,throne
כסא,H3678,HNcmsc,Noun common masculine singular construct,throne
כסאות,H3678,HNcmpa,Noun common masculine plural absolute,throne
כסאות,H3678,HNcmpc,Noun common masculine plural construct,throne
כסדי,H3679,ANgmpd,Noun gentilic masculine plural determined,Chaldean
כסה,H3677,HNcmsa,Noun common masculine singular absolute,(time) appointed
כסה,H3678,HNcmsa,Noun common masculine singular absolute,throne
כסה,H3680,HVpq3ms,Verb piel sequential perfect third person masculine singular,covering
כסה,H3680,HVpp3ms,Verb piel perfect third person masculine singular,covering
כסה,H3680,HVqrmsa,Verb qal participle active masculine singular absolute,covering
כסו,H3680,HVpq3cp,Verb piel sequential perfect third person common plural,covering
כסו,H3680,HVPp3cp,Verb pual perfect third person common plural,covering
כסו,H3680,HVpv2mp,Verb piel imperative second person masculine plural,covering
כסוחה,H3683,HVqsfsa,Verb qal participle passive feminine singular absolute,cut down (up)
כסוחים,H3683,HVqsmpa,Verb qal participle passive masculine plural absolute,cut down (up)
כסוי,H3680,HVqsmsc,Verb qal participle passive masculine singular construct,covering
כסוי,H3681,HNcmsc,Noun common masculine singular construct,covering
כסולת,H3694,HNp,Noun proper name,Chesulloth
כסום,H3697,HVqa,Verb qal infinitive absolute,only
כסות,H3563,HNcfpa,Noun common feminine plural absolute,kos
כסות,H3680,HVpc,Verb piel infinitive construct,covering
כסות,H3682,HNcfsc,Noun common feminine singular construct,covering
כסות,H3682,HNcfsa,Noun common feminine singular absolute,covering
כסיל,H3684,HAamsa,Adjective adjective masculine singular absolute,confident
כסיל,H3685,HNcmsa,Noun common masculine singular absolute,constellation
כסיל,H3685,HNp,Noun proper name,constellation
כסיל,H3686,HNp,Noun proper name,Chesil
כסילות,H3687,HNcfsa,Noun common feminine singular absolute,confidence
כסילי,H3685,HNcmpc,Noun common masculine plural construct,constellation
כסילים,H3684,HAampa,Adjective adjective masculine plural absolute,confident
כסילים,H3684,HNcmpa,Noun common masculine plural absolute,confident
כסינו,H3680,HVpq1cp,Verb piel sequential perfect first person common plural,covering
כסית,H3680,HVpq2ms,Verb piel sequential perfect second person masculine singular,covering
כסית,H3680,HVpp2ms,Verb piel perfect second person masculine singular,covering
כסיתי,H3680,HVpp1cs,Verb piel perfect first person common singular,covering
כסיתי,H3680,HVpq1cs,Verb piel sequential perfect first person common singular,covering
כסל,H3689,HNcmsc,Noun common masculine singular construct,flank
כסל,H3689,HNcmsa,Noun common masculine singular absolute,flank
כסל,H3689,HNcmpc,Noun common masculine plural construct,flank
כסלה,H3690,HNcfsa,Noun common feminine singular absolute,confidence
כסלו,H3691,HNp,Noun proper name,Chisleu
כסלון,H3692,HNp,Noun proper name,Chislon
כסלון,H3693,HNp,Noun proper name,Chesalon
כסלחים,H3695,HNgmpa,Noun gentilic masculine plural absolute,Casluhim
כסלחים,H3695,HNp,Noun proper name,Casluhim
כסלים,H3689,HNcmpa,Noun common masculine plural absolute,flank
כסלת,H3690,HNcfsc,Noun common feminine singular construct,confidence
כסלת,H3696,HNp,Noun proper name,Chisloth-tabor
כסמים,H3698,HNcfpa,Noun common feminine plural absolute,rie
כסמת,H3698,HNcfsa,Noun common feminine singular absolute,rie
כסף,H3701,HNcmsa,Noun common masculine singular absolute,silver
כסף,H3701,HNcmsc,Noun common masculine singular construct,silver
כספ,H3701,HNcmsc,Noun common masculine singular construct,silver
כסף,H3702,ANcmsa,Noun common masculine singular absolute,money
כספ,H3702,ANcmsd,Noun common masculine singular determined,money
כספי,H3701,HNcmpc,Noun common masculine plural construct,silver
כספיא,H3703,HNp,Noun proper name,Casiphia
כסת,H3680,HVpc,Verb piel infinitive construct,covering
כסת,H3680,HVpp3fs,Verb piel perfect third person feminine singular,covering
כסתה,H3680,HVpp3fs,Verb piel perfect third person feminine singular,covering
כסתות,H3704,HNcfpa,Noun common feminine plural absolute,pillow
כסתותי,H3704,HNcfpc,Noun common feminine plural construct,pillow
כסתי,H3680,HVpp1cs,Verb piel perfect first person common singular,covering
כעוס,H3707,HVqc,Verb qal infinitive construct,be provoked
כען,H3705,AD,Adverb,now
כענת,H3706,AD,Adverb,at such a time
כעס,H3707,HVqq3ms,Verb qal sequential perfect third person masculine singular,be provoked
כעס,H3708,HNcmsc,Noun common masculine singular construct,provoking
כעס,H3708,HNcmsa,Noun common masculine singular absolute,provoking
כעסו,H3707,HVpp3cp,Verb piel perfect third person common plural,be provoked
כעסים,H3708,HNcmpa,Noun common masculine plural absolute,provoking
כעסת,H3707,HVpp3fs,Verb piel perfect third person feminine singular,be provoked
כעש,H3708,HNcmsa,Noun common masculine singular absolute,provoking
כעש,H3708,HNcmsc,Noun common masculine singular construct,provoking
כעת,H3706,AD,Adverb,at such a time
כף,H3709,HNcfsc,Noun common feminine singular construct,palm
כף,H3709,HNcfsa,Noun common feminine singular absolute,palm
כפ,H3709,HNcfdc,Noun common feminine dual construct,palm
כפ,H3709,HNcfsc,Noun common feminine singular construct,palm
כף,H3721,HVqc,Verb qal infinitive construct,palm
כפה,H3712,HNcfsa,Noun common feminine singular absolute,palm
כפול,H3717,HVqsmsa,Verb qal participle passive masculine singular absolute,double
כפופים,H3721,HVqsmpa,Verb qal participle passive masculine plural absolute,palm
כפור,H3713,HNcmsa,Noun common masculine singular absolute,cover over
כפורי,H3713,HNcmpc,Noun common masculine plural construct,cover over
כפות,H3709,HNcfpc,Noun common feminine plural construct,palm
כפות,H3709,HNcfpa,Noun common feminine plural absolute,palm
כפי,H3709,HNcfdc,Noun common feminine dual construct,palm
כפים,H3709,HNcfda,Noun common feminine dual absolute,palm
כפים,H3710,HNcmpa,Noun common masculine plural absolute,rock
כפיס,H3714,HNcmsa,Noun common masculine singular absolute,beam
כפיר,H3715,HNcmsc,Noun common masculine singular construct,(young) lion
כפיר,H3715,HNcmsa,Noun common masculine singular absolute,(young) lion
כפירה,H3716,HNp,Noun proper name,Chephirah
כפירי,H3715,HNcmpc,Noun common masculine plural construct,(young) lion
כפירים,H3715,HNcmpa,Noun common masculine plural absolute,(young) lion
כפל,H3718,HNcmsc,Noun common masculine singular construct,double
כפלים,H3718,HNcmda,Noun common masculine dual absolute,double
כפלת,H3717,HVqq2ms,Verb qal sequential perfect second person masculine singular,double
כפן,H3720,HNcmsa,Noun common masculine singular absolute,famine
כפנה,H3719,HVqp3fs,Verb qal perfect third person feminine singular,bend
כפף,H3721,HVqp3ms,Verb qal perfect third person masculine singular,palm
כפר,H3713,HNcmsa,Noun common masculine singular absolute,cover over
כפר,H3713,HNcmsc,Noun common masculine singular construct,cover over
כפר,H3722,HVPp3ms,Verb pual perfect third person masculine singular,cover over
כפר,H3722,HVpc,Verb piel infinitive construct,cover over
כפר,H3722,HVpq3ms,Verb piel sequential perfect third person masculine singular,cover over
כפר,H3722,HVpv2ms,Verb piel imperative second person masculine singular,cover over
כפר,H3722,HVPq3ms,Verb pual sequential perfect third person masculine singular,cover over
כפר,H3724,HNcmsa,Noun common masculine singular absolute,covering over
